site_id,lon,lat
06083201188101,-119.8284,34.44551
06085000288101,-121.574684,36.999571
06085000588101,-121.894898,37.348497
06085000688101,-121.849783,37.338135
06093200188101,-122.633579,41.726892
06095000488101,-122.237976,38.102507
06097000488101,-122.818294,38.403765
06101000388101,-121.618549,39.138773
06103000788101,-122.25556,40.17093
06107200288101,-119.291228,36.332179
06113100388101,-121.73269,38.66121
08001000888101,-104.93836,39.82835
08005000588101,-105.019526,39.604399
08013000388101,-105.100856,40.164576
08013001288101,-105.263382,40.021097
08031000288101,-104.987625,39.751184
08031001388101,-104.939925,39.738578
08031002688101,-105.00518,39.77949
08031002788101,-105.0153,39.73217
08031002888101,-104.9886,39.7861
08035000488101,-105.070358,39.534488
08041001788101,-104.828564,38.848014
08045001988101,-108.02611,39.43806
08067700388101,-107.870219,37.10258
08069000988101,-105.079693,40.571288
08077001788101,-108.561173,39.063798
08093000288101,-105.983056,39.240278
08101001588101,-104.597613,38.276099
08103000688101,-108.761389,40.086944
08123000688101,-104.70693,40.414877
08123000888101,-104.82405,40.209387
09001001088101,-73.194722,41.170833
09001112388101,-73.443056,41.399167
09003002588101,-72.679923,41.771444
09003100388101,-72.631667,41.784722
09005000588101,-73.297257,41.821342
09009002788101,-72.902871,41.3014
09009212388101,-73.043611,41.550556
09011012488101,-72.07882,41.35362
10001000288101,-75.5568,38.986672
10001000388101,-75.518056,39.155
10003100388101,-75.491944,39.761111
10003100788101,-75.732,39.5513
10003100888101,-75.6036,39.57768
10003101288101,-75.761299,39.691962
10003200488101,-75.558056,39.739444
10005100288101,-75.6106,38.6539
11001004188101,-76.958072,38.895572
11001004388101,-77.013178,38.921847
12001002388101,-82.387778,29.706111
12009000788101,-80.628611,28.053611
12011003488101,-80.256944,26.053889
12011003588101,-80.169817,26.132677
12011500588101,-80.176389,26.294167
12031003288101,-81.635396,30.356339
12031009888101,-81.633981,30.135797
12031009988101,-81.547778,30.354722
12031010888101,-81.606833,30.262778
12033000488101,-87.20355,30.525367
12057300288101,-82.2304,27.96565
12071000588101,-81.877908,26.602016
12073001288101,-84.346389,30.439722
12086003388101,-80.326389,25.941944
12086600188101,-80.482778,25.471944
12095200288101,-81.3625,28.596389
12099200588101,-80.092778,26.456944
12103001888101,-82.739875,27.785866
12103100988101,-82.78215,27.986283
12105600688101,-81.972222,28.028889
12115001388101,-82.507222,27.290556
12117100288101,-81.310556,28.746111
12127500288101,-81.0525,29.206667
16001001088101,-116.347853,43.600699
16005002088101,-112.455813,42.978248
16009001088101,-116.571281,47.316577
16027000288101,-116.562676,43.58031
16041000288101,-111.864167,42.082222
16053000388101,-114.2525,42.68
16059000488101,-113.890285,45.181897
16079001788101,-116.236667,47.536389
17019000688101,-88.240553,40.123886
17019100188101,-88.37251,40.05278
17031000188101,-87.732457,41.670992
17031002288101,-87.539315,41.687165
17031005288101,-87.749928,41.965485
17031007688101,-87.713488,41.7514
17031101688101,-87.832349,41.80118
17031310388101,-87.876265,41.965193
17031330188101,-87.805377,41.782766
17031400788101,-87.863225,42.060285
17031420188101,-87.799227,42.139996
17031600588101,-87.748902,41.864426
17043400288101,-88.152534,41.771071
17065000288101,-88.624943,38.082155
17089000388101,-88.280015,42.050403
17089000788101,-88.329374,41.784717
17111000188101,-88.242207,42.221442
17113200388101,-88.996896,40.518735
17115001388101,-88.925594,39.866834
17119002488101,-90.144763,38.700632
17119100788101,-90.139675,38.704534
17119200988101,-90.143168,38.903085
17119300788101,-90.105851,38.860669
17143003788101,-89.584737,40.697007
17157000188101,-89.788459,38.176278
17161300288101,-90.51735,41.514727
17163001088101,-90.160477,38.612034
17167001288101,-89.644164,39.831921
17197100288101,-88.116474,41.526885
17197101188101,-88.190967,41.221537
17201001388101,-89.092767,42.263081
18003000488101,-85.101816,41.094965
18005000888101,-85.891332,39.237457
18057000788101,-85.939546,39.960884
18091001188101,-86.891216,41.707212
18095001188101,-85.652184,40.125703
18097004388101,-86.166464,39.744993
18097008188101,-86.214628,39.788903
18097008388101,-86.12202,39.774979
18097008488101,-86.115415,39.758855
18097008788101,-86.13088,39.787933
18105000388101,-86.504762,39.159383
18147000988101,-86.983214,38.167523
18157000888101,-86.8525,40.431639
18163001688101,-87.532289,37.974436
18163002388101,-87.55802,37.974465
18183000388101,-85.629292,41.169646
19045001988101,-90.211982,41.823283
19045002188101,-90.177574,41.874999
19111000888101,-91.391012,40.400959
19113004088101,-91.68766,41.97677
19139001588101,-91.067957,41.400968
19139001688101,-91.070975,41.419429
19139002088101,-91.0616,41.4069
19153003088101,-93.643118,41.603159
19153251088101,-93.7479,41.603517
19155000988101,-95.896124,41.264171
19163001588101,-90.587611,41.530011
19177000688101,-92.006318,40.695078
19193002188101,-96.394755,42.499844
20091000788101,-94.687013,38.974457
20091001088101,-94.746424,38.838575
20133000388101,-95.47594,37.67696
20173000988101,-97.362212,37.651114
20173001088101,-97.314847,37.702066
20177001388101,-95.711275,39.024265
20191000288101,-97.366399,37.47689
20195000188101,-99.763424,38.770081
20209002188101,-94.635605,39.117219
21013000288101,-83.73694,36.60843
21019001788101,-82.64041,38.45934
21037300288101,-84.47445,39.021881
21043050088101,-82.9881,38.23887
21047000688101,-87.323337,36.91171
21059000588101,-87.075307,37.780776
21067001288101,-84.49761,38.06503
21093000688101,-85.852629,37.705612
21101001488101,-87.46375,37.8712
21111005188101,-85.89804,38.06091
21111006788101,-85.65452,38.22876
21111007588101,-85.7119,38.1936
21111104188101,-85.82678,38.23158
21145102488101,-88.57251,37.05822
21193000388101,-83.20932,37.28329
21195000288101,-82.53532,37.4826
21199000388101,-84.61152,37.09798
21227000988101,-86.21487,37.04926
22017000888101,-93.795179,32.471819
22071002188101,-90.11819,29.996013
22079000288101,-92.410746,31.177824
23001001188101,-70.214219,44.089406
23003001488101,-68.321106,47.355332
23003100888101,-68.038403,46.698422
23003101188101,-68.016195,46.682299
23005001588101,-70.256178,43.677994
23005002988101,-70.268965,43.660246
23009010388101,-68.2609,44.37705
23011001688101,-69.786717,44.312319
23017201188101,-70.546319,44.551419
24005300188101,-76.474444,39.310833
24015000388101,-75.864771,39.702982
24019000488101,-76.141006,38.587525
24023000288101,-79.012,39.70595
24025100188101,-76.296946,39.410191
24027000688101,-76.84611,39.14313
24029000288101,-75.797317,39.305021
24031300188101,-77.106876,39.114313
24033003088101,-76.878333,39.055277
24043000988101,-77.720244,39.564178
24510004088101,-76.604603,39.297733
25003000688101,-73.255089,42.452017
25003500188101,-73.254108,42.448009
25005100488101,-71.169235,41.685707
25009200688101,-70.970816,42.474642
25009500588101,-71.10229,42.770837
25011200588101,-72.596689,42.605816
25013000888101,-72.555112,42.19438
25013001688101,-72.590803,42.108992
25015400288101,-72.334079,42.298493
25023000588101,-71.012129,42.065106
25025000288101,-71.097163,42.348873
25025004288101,-71.0826,42.3295
25025004388101,-71.0543,42.3631
25025004488101,-71.056061,42.325186
25027002388101,-71.794322,42.263955
26005000388101,-86.148577,42.767786
26017001488101,-83.890721,43.571391
26033090188101,-84.364207,46.493633
26049002188101,-83.670159,43.047224
26065001288101,-84.534633,42.738618
26077000888101,-85.54189,42.278067
26081002088101,-85.671339,42.984173
26091000788101,-83.946559,41.995568
26099000988101,-82.793463,42.731394
26101092288101,-86.242649,44.307
26113000188101,-84.891865,44.310555
26125000188101,-83.183199,42.463063
26139000588101,-85.852734,42.894451
26147000588101,-82.456229,42.953336
26153000188101,-85.950227,46.288877
26161000888101,-83.599602,42.240565
26163000188101,-83.2082,42.22862
26163001588101,-83.10653,42.302786
26163001688101,-83.096033,42.357808
26163001988101,-83.000138,42.43084
26163002588101,-83.426263,42.423063
26163003388101,-83.148754,42.306674
26163003688101,-83.153905,42.187289
26163003988101,-83.068473,42.323341
26163009588101,-83.425042,42.421502
27003100288101,-93.207615,45.13768
27005201388101,-95.846272,46.851811
27031781088101,-89.69098,47.972085
27035320488101,-94.1303,46.39674
27037047088101,-93.23725,44.73846
27037048088101,-93.285803,44.706123
27053096388101,-93.25821,44.95366
27053200688101,-93.34315,44.94805
27075000588101,-91.495574,47.948622
27083421088101,-95.81789,44.4438
27109500888101,-92.450366,43.996908
27123086888101,-93.09827,44.95072
27123087188101,-93.03587,44.95939
27137755088101,-92.08936,46.81826
27137755488101,-92.165998,46.743657
27145305288101,-94.13345,45.549839
27163044788101,-92.78336,45.02862
27163044888101,-92.77525,45.02124
28033000288101,-89.98778,34.82056
28035000488101,-89.2922,31.32389
28043000188101,-89.792778,33.834444
28045000388101,-89.395916,30.300833
28047000888101,-89.049778,30.390369
28049002088101,-90.182722,32.329111
28049002188101,-90.225667,32.346722
28059000688101,-88.53393,30.378287
29021000588101,-94.858584,39.741694
29095004288101,-94.450513,39.047911
29510000788101,-90.263711,38.542551
29510009388101,-90.189868,38.656479
30027000688101,-109.455315,47.048537
30029004988101,-114.189272,48.363694
30031001788101,-111.089618,44.657014
30049000488101,-111.987164,46.8505
30049002688101,-112.013089,46.658762
30053001888101,-115.553309,48.391545
30063002488101,-114.021499,46.842181
30063003788101,-114.224273,47.012907
30071001088101,-107.862471,48.317507
30075000188101,-105.370283,45.440295
30081000788101,-114.158889,46.243621
30087000188101,-106.48982,45.366151
30093000588101,-112.501247,46.002602
31055001988101,-95.973142,41.247486
31055005288101,-96.056686,41.197847
31079000488101,-98.364967,40.942099
31109002288101,-96.683314,40.812591
31153000788101,-95.956103,41.133294
31157000488101,-103.656561,41.876853
31177000288101,-96.146175,41.551211
32003800088101,-115.362234,36.357786
32005000788101,-119.732507,38.897557
32031001688101,-119.807717,39.525083
32031100588101,-119.746761,39.540917
32510002088101,-119.7661,39.1447
34001000688101,-74.448736,39.464872
34001100688101,-74.431,39.36326
34003000388101,-73.973314,40.852256
34013000388101,-74.192892,40.720989
34015000288101,-75.212119,39.800339
34017000888101,-74.036218,40.770908
34019000188101,-74.806671,40.515262
34021000888101,-74.763167,40.222411
34027300188101,-74.676301,40.787628
34031000588101,-74.168092,40.918381
34039000488101,-74.208365,40.64144
34039200388101,-74.276174,40.603943
34041000788101,-75.067815,40.92458
35001002388101,-106.5852,35.1343
35001002688101,-106.60468,35.1443
35001002988101,-106.65739,35.01708
35001101288101,-106.50815,35.1852
35001101388101,-106.613815,35.19324
35013001688101,-106.599715,32.003712
35013002188101,-106.584434,31.796218
35013002288101,-106.683324,31.787885
35013002588101,-106.768337,32.322037
35025000888101,-103.122917,32.726656
35049002188101,-106.07968,35.61975
35055000588101,-105.5839,36.383359
36001000588101,-73.75464,42.64225
36001001288101,-73.75733,42.68075
36005011088101,-73.902,40.816
36005013388101,-73.87809,40.8679
36013000688101,-79.31881,42.49963
36029000288101,-78.77153,42.99328
36029000588101,-78.809526,42.876907
36029002388101,-78.765825,42.921107
36031000388101,-73.8589,44.39308
36047012288101,-73.94771,40.71961
36055001588101,-77.55728,43.145013
36055100788101,-77.54817,43.14618
36061007988101,-73.93432,40.7997
36061012888101,-73.984,40.73
36061013488101,-73.99518,40.71436
36067101588101,-76.05921,43.05235
36071000288101,-74.00885,41.49916
36081012488101,-73.82153,40.73614
36085005588101,-74.13719,40.63307
36101000388101,-77.20978,42.09142
36103000288101,-73.41919,40.74529
37035000488101,-81.365556,35.728889
37051000988101,-78.953112,35.041416
37067002288101,-80.224501,36.11094
37067003088101,-80.341962,36.026612
37099000688101,-83.277928,35.466767
37119004188101,-80.785683,35.2401
37119004288101,-80.866983,35.151283
37119004588101,-80.874084,35.213171
37129000288101,-77.838611,34.364167
37173000288101,-83.442133,35.434767
37183001488101,-78.574167,35.856111
37183002188101,-78.8197,35.8652
38007000288101,-103.37853,46.8943
38013000488101,-102.4018,48.64193
38017100488101,-96.85535,46.933754
38025000388101,-102.5273,47.3132
38053000288101,-103.2995,47.5812
38057000488101,-101.766944,47.298611
38065000288101,-101.428056,47.185833
38105000388101,-103.63951,48.15278
39081001788101,-80.6158,40.3663
40019029788101,-97.462931,34.244189
40027004988101,-97.484099,35.320105
40031065188101,-98.42879,34.63298
40043086088101,-98.931973,36.158414
40109003588101,-97.52709,35.47292
40109009788101,-97.577981,35.50307
40109103788101,-97.475083,35.614131
40115900788101,-94.83931,36.985702
40135902188101,-94.524413,35.40814
40143017488101,-96.004975,35.953708
40143112788101,-95.976537,36.204902
40147021788101,-95.88235,36.908115
41013010088101,-120.844773,44.299787
41025000388101,-119.04872,43.58925
41029013388101,-122.87923,42.31411
41029212988101,-122.880266,42.33155
41033011488101,-123.348466,42.434139
41035000488101,-121.731369,42.190296
41037000188101,-120.353969,42.189215
41039005988101,-123.141352,44.067224
41039006088101,-123.083737,44.026312
41039201388101,-122.480487,43.744352
41039900488101,-123.053487,43.799501
41051008088101,-122.602877,45.496641
41067000488101,-122.972398,45.528501
41067000588101,-122.747894,45.393497
42001000188101,-77.30968,39.92002
42003000288101,-80.071337,40.499767
42003000888101,-79.960757,40.46542
42003006488101,-79.868062,40.323768
42003006788101,-80.169943,40.375644
42003009388101,-80.021669,40.606624
42003100888101,-79.727664,40.617488
42003130188101,-79.860973,40.402328
42003137688101,-79.863572,40.43743
42003300788101,-79.885331,40.294341
42005000188101,-79.56475,40.814183
42007001488101,-80.316442,40.747796
42011001188101,-75.9686,40.38335
42013080188101,-78.370833,40.535278
42015001188101,-76.512726,41.705226
42021001188101,-78.915,40.309722
42027010088101,-77.877028,40.811389
42029010088101,-75.768242,39.834461
42041010188101,-77.18675,40.246528
42043040188101,-76.846988,40.246992
42045000288101,-75.3725,39.835556
42045010988101,-75.413973,39.818715
42049000388101,-80.038611,42.14175
42059000288101,-80.26567,39.80933
42069200688101,-75.623056,41.442778
42071000788101,-76.283333,40.046667
42071001288101,-76.1124,40.043833
42075010088101,-76.383447,40.337328
42077000488101,-75.4325,40.611944
42085010088101,-80.484779,41.215014
42089000288101,-75.32328,41.08306
42091001388101,-75.309167,40.112222
42095002588101,-75.341111,40.628056
42101000488101,-75.09778,40.008889
42101004888101,-75.080833,39.991389
42101005588101,-75.186921,39.922867
42117400088101,-76.939167,41.644722
42125000588101,-79.902222,40.146667
42125020088101,-80.261389,40.170556
42125500188101,-80.420833,40.445278
42129000888101,-79.505667,40.304694
42133000888101,-76.699444,39.965278
44003000288101,-71.72,41.615237
44007003088101,-71.417457,41.829495
45019004888101,-80.06501,32.980254
45019004988101,-79.958694,32.790984
45025000188101,-80.198787,34.615367
45037000188101,-81.853635,33.739963
45041000388101,-79.767347,34.214263
45045001588101,-82.414585,34.843895
45045001688101,-82.256701,34.751848
45063000888101,-81.15495,34.051017
45073000188101,-83.2377,34.805261
45079000788101,-80.962304,34.093959
45083001188101,-81.924797,34.955566
46011000388101,-96.807299,44.348604
46013000388101,-98.486111,45.4625
46029000288101,-97.128802,44.89965
46033013288101,-103.48386,43.55764
46065000388101,-100.287269,44.373786
46071000188101,-101.941218,43.74561
46099000888101,-96.700769,43.54792
46103002088101,-103.273777,44.087397
46103100188101,-103.22824,44.078352
46127000188101,-96.707208,42.751518
47009001188101,-83.942152,35.768847
47037002388101,-86.7389,36.176382
47037004088101,-86.7341,36.1424
47045000488101,-89.382157,36.05266
47065003188101,-85.24293,34.99438
47065400288101,-85.293019,35.050918
47093002888101,-84.03598,35.944601
47093101388101,-83.925773,35.980675
47093101788101,-83.950666,35.978074
47093102088101,-83.87381,36.019186
47099000288101,-87.469954,35.115968
47107100288101,-84.596195,35.450115
47113000688101,-88.809578,35.651349
47141000588101,-85.492107,36.185702
47145000488101,-84.542802,35.939078
47157002488101,-90.041559,35.151194
47157007588101,-89.850249,35.151699
47157010088101,-89.87065,35.16126
47163100788101,-82.521599,36.538761
47165000788101,-86.653137,36.29756
48029003288101,-98.620166,29.51509
48029005988101,-98.311692,29.275381
48037103188101,-94.07778,33.436111
48043010188101,-103.17781,29.30265
48061000688101,-97.49383,25.892518
48113005088101,-96.797686,32.774262
48113006988101,-96.860117,32.820061
48139001688101,-97.026899,32.482083
48141004488101,-106.455227,31.765685
48167103488101,-94.861289,29.254474
48201002488101,-95.326137,29.901036
48201005888101,-95.031232,29.770698
48201103488101,-95.220582,29.767997
48201103588101,-95.257593,29.733726
48201103988101,-95.128508,29.670025
48201105288101,-95.38769,29.81453
48215004388101,-98.291069,26.22621
48215104688101,-98.152066,26.288622
48245002188101,-93.909018,29.922894
48245002288101,-94.317802,29.863957
48273031488101,-97.298692,27.426981
48323000488101,-100.451156,28.704607
48355003488101,-97.465703,27.811817
48361110088101,-93.866944,30.194167
48375032088101,-101.909275,35.201592
48479031388101,-99.533333,27.599444
49003000388101,-112.018863,41.492707
49005000788101,-111.852199,41.842649
49011000488101,-111.884467,40.902967
49013000288101,-110.009732,40.294178
49035300688101,-111.872222,40.736389
49035301088101,-111.931,40.78422
49035301388101,-112.036298,40.496392
49045000488101,-112.353414,40.600532
49047100488101,-109.561472,40.46471
49049400188101,-111.713611,40.341389
49049501088101,-111.657936,40.136378
49053000788101,-113.305096,37.179125
49057000288101,-111.975524,41.206321
50003000488101,-73.24984,42.88759
50007000788101,-72.86884,44.52839
50007001488101,-73.2106,44.4762
50021000288101,-72.982778,43.608056
51003000188101,-78.50397,38.07657
51013002088101,-77.05922,38.8577
51036000288101,-77.25925,37.34438
51041000488101,-77.59355,37.35748
51059003088101,-77.10468,38.77335
51059003188101,-77.18347,38.76835
51069001088101,-78.08157,39.28102
51087001488101,-77.40027,37.55652
51087001588101,-77.5664,37.67132
51107100588101,-77.48925,39.02473
51161100488101,-79.88452,37.28342
51165000388101,-78.81952,38.47753
51520000688101,-82.1641,36.608
51650000888101,-76.387017,37.103733
51680001588101,-79.215011,37.332706
51710002488101,-76.30135,36.85555
51760002588101,-77.46925,37.59088
51775001188101,-80.081017,37.297883
51810000888101,-76.181233,36.841883
53011002488101,-122.58737,45.64336
53033003088101,-122.319722,47.597222
53033005788101,-122.338265,47.55975
53033008088101,-122.308628,47.568236
53033200488101,-122.230278,47.386111
53035000788101,-122.627397,47.592675
53037000288101,-120.545,46.99364
53047001388101,-119.51896,48.39999
53053002488101,-122.46256,47.22634
53053002988101,-122.4517,47.1864
53057001188101,-122.61428,48.52059
53061000588101,-122.3167,47.8064
53061002088101,-121.6031,48.2469
53061100788101,-122.171529,48.054315
53063002188101,-117.364852,47.672482
53063004788101,-117.42635,47.69978
53065000588101,-117.903425,48.544448
53077000988101,-120.499167,46.598056
53077001588101,-120.33266,46.38024
54003000388101,-77.963845,39.448105
54009000588101,-80.596635,40.341023
54009001188101,-80.611813,40.394651
54011000688101,-82.4259,38.424133
54029000988101,-80.592318,40.427372
54033000388101,-80.34225,39.278117
54039002088101,-81.621161,38.346258
54039100588101,-81.693717,38.366183
54049000688101,-80.134667,39.481483
54051100288101,-80.733858,39.915961
54061000388101,-79.920867,39.649367
54069001088101,-80.700972,40.114876
54107100288101,-81.552367,39.323533
55003001088101,-90.65615,46.60234
55009000588101,-87.99344,44.50729
55025004188101,-89.35768,43.10101
55025004788101,-89.4358,43.0733
55027000188101,-88.62111,43.46611
55035001488101,-91.41445,44.76249
55041000788101,-88.80859,45.56498
55043000988101,-90.69813,42.69302
55059001988101,-87.8093,42.50472
55063001288101,-91.2269,43.7775
55079001088101,-87.93369,43.01724
55079002688101,-87.913504,43.060975
55079005688101,-87.93434,42.93257
55087000988101,-88.39509,44.30738
55089000988101,-87.8102,43.4983
55111000788101,-89.67979,43.4351
55119800188101,-90.5972,45.2066
55133002788101,-88.21507,43.020075
56001000688101,-105.591725,41.311586
56005089188101,-105.2133,43.6483
56005089288101,-105.343164,44.097074
56005189988101,-105.539763,44.502675
56009000988101,-105.388566,43.42542
56013009988101,-108.720003,42.529999
56013023288101,-107.549444,43.081667
56021010088101,-104.778334,41.182227
56025000188101,-106.325088,42.851064
56033000288101,-106.955933,44.815142
56035010188101,-109.87076,42.869824
56039101388101,-110.830833,44.373056
06073101788101,-117.08218,32.985442
12103000488101,-82.731767,27.946688
21111008088101,-85.574361,38.182435
32031002588101,-119.739606,39.399837
37159002188101,-80.395039,35.551868
42125520088101,-80.243995,40.268963
48027104588101,-97.431052,31.122419
48121003488101,-97.196284,33.219069
49057100388101,-111.987871,41.303614
56025010088101,-106.36501,42.82231
06019201688101,-119.7775,36.710833
06027102388101,-118.417478,37.362137
06107000988101,-118.82915,36.48947
25021200488101,-70.962766,42.245865
26163009388101,-83.266189,42.385998
26163101388101,-82.979793,42.388405
42063000488101,-78.919972,40.56333
04013402188101,-112.00264,33.41046
06025001088101,-116.015997,33.379078
06027101888101,-118.049167,36.595556
06045200388101,-123.35872,39.39861
06073007788101,-116.365,32.6509
06077100388101,-121.281414,37.961578
06079202088101,-120.64472,35.259502
08001001088101,-104.93647,39.8281
12011003388101,-80.33845,26.073536
12099000888101,-80.666447,26.724786
13215001288101,-84.9457,32.4274
13295000488101,-85.2943,34.9784
25021200588101,-70.963346,42.241229
25025100488101,-71.026111,42.387222
31067000588101,-96.824166,40.285
32003060288101,-114.835007,35.969848
32003150288101,-115.13977,36.174365
37173000788101,-83.310242,35.498711
39099001588101,-80.640576,41.106182
42075010188101,-76.394788,40.338516
45019002088101,-79.96,32.84
46099000988101,-96.78331,43.59901
06015000788101,-124.20347,41.75613
06023100488101,-124.17949,40.77678
06033300288101,-122.91333,39.01893
53073001988101,-122.456462539513,48.7600356579737
06089000488101,-122.38092,40.55013
06001001388101,-122.302741,37.864767
06055000488101,-122.275024,38.278849
53033008988101,-122.214396599447,47.287502024849
06087100588101,-122.083092,37.06315
06011100288101,-121.99887,39.18919
06087000788101,-121.98822,36.98332
06001001588101,-121.903019,37.701222
06007000888101,-121.84047,39.76168
06053000288101,-121.73333,36.48187
06053100388101,-121.623271,36.694261
06067001088101,-121.49311,38.56844
06069000288101,-121.3621,36.843425
06061000688101,-121.26498,38.74643
06077201088101,-121.247874,37.793392
06053000888101,-121.126371,36.209286
06061000388101,-121.09959,38.93568
06057000588101,-121.055608,39.233477
06099000588101,-120.994212,37.642165
06063100688101,-120.944376,39.939567
06099000688101,-120.836008,37.488317
06009000188101,-120.680277,38.20185
06079200688101,-120.6693,35.25651
06079200788101,-120.58777,35.04673
06047251088101,-120.480456,37.30832
06083100888101,-120.435611,34.942872
06047000388101,-120.433671,37.281853
06057100188101,-120.184592,39.32783
32031003188101,-119.7954,39.521933
06019001188101,-119.77321,36.78538
32031100788101,-119.71877,39.621434
06019500188101,-119.716433,36.819449
06031100488101,-119.643447,36.31567
06031000488101,-119.56565,36.102244
06111100488101,-119.2313,34.44806
06111300188101,-119.143182,34.25239
06051000588101,-119.120278,37.962069
06029001488101,-119.062613,35.356615
06029001688101,-118.997627,35.324636
06111000788101,-118.870509,34.210169
06111000988101,-118.80998,34.404281
06111200288101,-118.683685,34.276316
06027103388101,-118.293547,37.155494
06037400888101,-118.200707,33.859662
06029001988101,-118.162833,35.046528
06037903388101,-118.130511,34.669739
06037160288101,-118.0685,34.01029
06029001888101,-117.715066,35.642943
06065800588101,-117.4924,33.99636
06071030688101,-117.32554,34.510961
06071900488101,-117.274063,34.106678
06073102688101,-117.142665,32.710177
06073101688101,-117.123964,32.845709
06073000188101,-117.059088,32.631242
06073102288101,-116.944308,32.789565
06071800188101,-116.86147,34.26464
06065101688101,-116.830074,33.944713
06065050088101,-116.1897,33.71969
06065001088101,-115.820124,33.747236
06025000588101,-115.48307,32.67618
32003101988101,-115.357087,35.785665
32003007388101,-115.332728,36.173415
32003004488101,-115.268517,36.004733
32003007188101,-115.263038,36.16976
32003004388101,-115.253333,36.106389
32003007588101,-115.238282,36.270592
32003150188101,-115.175654,36.139707
32003029988101,-115.148885,35.987908
32003056188101,-115.11393,36.163962
32003200388101,-115.091437,36.214465
32003054088101,-115.078742,36.141875
32003029888101,-115.052942,36.048705
32003002488101,-114.050347,36.815897
04012800088101,-113.5586,34.2439
49021000588101,-113.055525,37.74743
04013200188101,-112.19193,33.57453
04013001988101,-112.14256,33.48378
04013402088101,-112.12796,33.46173
04013981288101,-112.11821,33.4265
49035100788101,-112.111275,40.712146
04013400388101,-112.07526,33.40314
04013100488101,-112.06619,33.56031
04013401988101,-111.96799,33.39623
49035301588101,-111.945849,40.777145
04013400588101,-111.93471,33.41123
49035400288101,-111.901188,40.662878
49035200588101,-111.894167,40.598056
04013100388101,-111.86536,33.41018
04013702088101,-111.855443,33.488131
56039100688101,-110.79799,43.45776
56039000988101,-110.74526,43.48256
56037002388101,-109.53044,41.55643
49047560188101,-109.43128,39.63551
56037000788101,-109.220852,41.592536
56029000188101,-109.06926,44.524568
56029000388101,-109.01673,44.52612
56013100388101,-108.736281,42.842168
30111008788101,-108.425978,45.806311
56013000488101,-108.3637,43.02421
08029000788101,-107.6023,38.8764
56033100388101,-106.96432,44.78275
56033000688101,-106.961763,44.80353
48141003788101,-106.501243,31.768286
56025000588101,-106.27767,42.8463
56001001088101,-105.586,41.30283
56021000188101,-104.818239,41.136846
30083000288101,-104.676944,47.8679
56021000388101,-104.52277,41.08536
31157000688101,-103.658056,41.875556
38025000488101,-102.645864,47.342423
48135101488101,-102.334745,31.870259
48303102888101,-101.78698,33.58553
38101000388101,-101.571583,47.940861
38015000388101,-100.76821,46.825425
48013109088101,-98.589158,29.162997
46013000488101,-98.494061,45.468596
48029106988101,-98.391403,29.529432
