"fileId","link","size"
2982536907,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/013/MOD06_L2.A2018013.1830.061.2018014075805.hdf",89148395
2982539908,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/013/MOD06_L2.A2018013.1835.061.2018014080001.hdf",96848088
2982547200,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/013/MOD06_L2.A2018013.2005.061.2018014080443.hdf",155525513
2982549929,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/013/MOD06_L2.A2018013.2010.061.2018014080647.hdf",163058764
2983599771,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/014/MOD06_L2.A2018014.1550.061.2018015015852.hdf",79623878
2983600743,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/014/MOD06_L2.A2018014.1730.061.2018015020258.hdf",106600435
2983608090,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/014/MOD06_L2.A2018014.1735.061.2018015020552.hdf",91520855
2983608178,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/014/MOD06_L2.A2018014.1740.061.2018015020729.hdf",87478352
2983616188,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/014/MOD06_L2.A2018014.1420.061.2018015020922.hdf",122106707
2983616189,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/014/MOD06_L2.A2018014.1555.061.2018015021002.hdf",119165853
2983616598,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/014/MOD06_L2.A2018014.1600.061.2018015021128.hdf",136243459
2983616774,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/014/MOD06_L2.A2018014.1415.061.2018015021200.hdf",140566645
2984307310,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/014/MOD06_L2.A2018014.1910.061.2018015080526.hdf",115382533
2984312884,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/014/MOD06_L2.A2018014.1915.061.2018015081127.hdf",140381067
2984312885,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/014/MOD06_L2.A2018014.1920.061.2018015081144.hdf",125874406
2984313030,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/014/MOD06_L2.A2018014.2050.061.2018015081204.hdf",146176750
2985197726,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/015/MOD06_L2.A2018015.1455.061.2018016021102.hdf",108156164
2985197730,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/015/MOD06_L2.A2018015.1635.061.2018016020819.hdf",116786209
2985197917,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/015/MOD06_L2.A2018015.1505.061.2018016021316.hdf",88991760
2985199507,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/015/MOD06_L2.A2018015.1640.061.2018016021418.hdf",102494443
2985199508,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/015/MOD06_L2.A2018015.1645.061.2018016021409.hdf",111245098
2985208595,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/015/MOD06_L2.A2018015.1500.061.2018016022107.hdf",151420117
2985393560,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/015/MOD06_L2.A2018015.1815.061.2018016074353.hdf",100272685
2985393562,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/015/MOD06_L2.A2018015.1820.061.2018016074421.hdf",86888576
2985393570,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/015/MOD06_L2.A2018015.2130.061.2018016074427.hdf",106030310
2985393762,"https://ladsweb.modaps.eosdis.nasa.gov/archive/allData/61/MOD06_L2/2018/015/MOD06_L2.A2018015.1825.061.2018016074605.hdf",111405217
